q13_text,q14_text,q15_text,q16_text,q17_text
porque considero um estupro em uma criança algo imperdoável.,"molestar uma mulher é pior do que bater carteira. ambos são ruins, mas o primeiro é pior.",ambos são horríveis. mas sendo uma adulta deveria pensar antes de cometer um crime desses.,molestar uma criança deveria ter pena de morte. imperdoável.,roubar é pior.
crime mais violento.,crime mais grave.,crime mais grave.,"essa foi difícil, mas crime mais grave e é maior de idade.",crime mais grave.
policia era pra nos proteger não nos matar,é o menos pior,caso mais grave,estupro tinha que ter prisão perpétua,porque foi assassinato
NA,NA,NA,NA,na verdade eu sou contra qualquer tipo de lichamento!
"independente do gênero, foi um crime de homicídio.",pelo fato do criminoso ter tirado a vida de alguém,polícia não deve linchar.,não sei,crime mais pesado
NA,NA,NA,NA,NA
"achei muito complexa essa pergunta porque os dois perpetradores dificilmente receberão punição adequada pelo sistema brasileiro, não saberia dizer se um é pior que o outro, mas acredito que a família do primeiro caso teria mais condições de ir atrás da justiça do que geralmente acontece com idosos, que as vezes tem problemas de mobilidade, mentais e/ou até abandono familiar","acho que a gente até entende a revolta popular diante de uma notícia assim, porém a polícia deve ser preparada para lidar com este tipo de caso imparcialmente e levar até as autoridades competentes que julgarão o criminoso","para mim, os crimes sobre bens são muito menos graves que os crimes contra uma pessoa","esse não tem um motivo específico, não acho que seja grave bastante para gerar uma comoção desse tamanho",NA
pois foi um crime maia grave,o crime foi maia grave,crime mais grave,crime mais grave,crime mais grave
NA,não engulo pedófilo e estupradores nem com cuspe,NA,NA,NA
o crime cometido motivou a escolha,o crime motivou a escolha,o crime motivou a escolha,o crime motivou a escolha,o crime motivou a escolha
"ninguém tem o direito de linchar ,outra pessoa e sim ser levado a justiça.",a  polícia deverá aprender o elemento e levar  ao tribunal o agressor.,os vizinhos tem que acionar a policia local .,a família da vitima acionar policia e aguardar julgamento e não linchar,não devem linchar.
NA,NA,NA,NA,NA
teria escolhido os dois. quem comete estupro merece apanhar e muito. é horrivel dizer isso mas é o que eu acho. não apoio linchamento nos casos em que a pessoa rouba pra comer.,NA,pq matar é pior que roubar né,porque molestar é mais grave que bater carteira,NA
os homens pratica mais isso,os homes pratica mais q mulher,homens muito trafico,muita tragedia,muito crimes contra mulheres
são mais vulneraveis,vulneraveis,estrupadores,crimes,estrupro
"o criminoso é adulto, diferentemente do caso 2.",o crime cometido foi mais pesado.,o crime foi de estupro.,o crime foi mais pesado.,o crime foi mais cruel.
não sei,não sei,não sei,não sei,não sei
somente pela vítima ser adolescente,só por ser infiove idoso não significa que esteja isento de punicoes,caso de molestiaceu considero mais grave a integridade humana,estupro e grave,assassinato é mais grave que gurto
porque sim,pq sim,pq sim,pq sim,pq simm
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
porque linchamento é mais cometido pela população jovem,as pessoas jovens cometem mais estupros,violência não e justificável mais tem que ser combatida,punição,eu achei que é a melhor opção
porque foi estupro,porque assassinou uma criança,porque a vítima é criança,vítima criança,porque foi crime ediondo estupro.
estuprou e um dos piores crimes,assassinou foi o pior,lei da maria da penha,NA,NA
porque sempre a maioria dos criminosos são masculinos e criminosos de favela que são mau,porque nosso país e sempre asim com falta de justiça com leis severas que precisam melhorar,pq a muita injustiça no nosso país com. esses tipos de pessoas crminossas,pq o nosso país tá cheio de gente ruim que não presta e tamos que melhorar,pq nosso país e sempre asim com falta de leis arrogantes e justas para melhorar nosso país
pelo fato de violentar um menor,cometer um crime contra uma vida é muito sério,a violência sexual é mais justificável,atentar contra uma vida é mais justificável,ser adulto é justificativa para andar no caminho certo
no meu ponto de vista acontece mais com os homens pelo fato de ser homem e negro. as pessoas ainda são preconceituosas.,nesse caso é como se estivesse cobrando respeito entre os moderadores da mesma comunidade.,"nesse caso pelo fato de ser mulher e a vítima ser um idoso, muitos sentem uma certa revolta.",me parece mais um caso familiar.,por mais que seja branco a família veio a defender.
NA,NA,NA,NA,NA
crime,criança,vítima,criança,criança
porque não tinha a opção nenhum,porque não tinha a opção nenhum,porque não tinha a opção nenhum,porque não tinha a opção nenhum,porque não tinha a opção nenhum
crimes barbaros,crime barbaro,crimes barbaros,porque a justiça é falha nesses casos,por causa da justiça
a criança me comoveu mais.,assassinato é caso mais grave.,"se tratatando de vítima indefesa, no caso criança, além de ser caso grave de assassinato.",caso grave de assassinato,"comparando os 2 casos, achei o batimento de carteira grave. além da vítima ser do sexo feminino."
"pelo crime ter sido um assassinato, que é mais grave do que roubo de carro",a polícia não pode linchar ninguém,pelo motivo do crime ser um assassinato,pelo motivo do crime,a polícia não pode linchar ninguém independente do crime
NA,NA,NA,NA,NA
"por ser um crime que tirou a vida de outro, mas de qualquer forma não concordo.",somente pela vítima ser mulher.,por ter assassinado.,pedofilia merece ser linchado.,a vítima era idosa.
"
",NA,NA,NA,NA
questao de opçao,questao de opção somente,"idem, questao de opção",mesmo casos anteriores,mesma coisa
não tem outras opções.,NA,NA,NA,NA
"não acho que nenhum deva existir o pinçamento escolhi a opção dois porque é a mais dolorida, uma mãe quando perde um filho nessa situação não se sabe o que é capaz de fazer são impulsivos... mas nenhum método de agressão é válido.",nenhum merece linchamento e sim justiça correta... só escolhi o caso um por ser mais impactante.,nenhum merece linchamento e sim justiça correta... só escolhi o caso um por ser mais impactante.,nenhum merece linchamento e sim justiça correta... só escolhi o caso um por ser mais impactante.,nenhum merece linchamento e sim justiça correta... só escolhi o caso um por ser mais impactante.
porquê acho um lixo quem agrido um idoso incapacitado de se defender sozinho,pedofolia provada que a pessoa a culpada merece a morte,estuprador tem que ser morto mesmo lixo da sociedade,a justiça não protege os pobres as leis só ajudam criminosos o povo deve mesmo tomar a frente em certas questões desde que provada realmente a culpa do criminoso,não sei opnar sobre essa
NA,NA,NA,NA,NA
"não sou a favor de linchamentos mais acredito que o caso 1 traria, por se tratar de assassinato e o assassino ser homem, acredito que um linchamento seria o mais provável.","não é justificado, porém é o mais provável por conta do grau do crime.","não digo que seja justificável, porém o crime que gera mais revolta é o de estupro.","sigo dizendo que não é justificativa, mais o grau do crime que diferencia a atitude da população. o caso 2 é mais propenso a gerar um linchamento.","não acredito que um crime de bater carteira gere um linchamento, porém infelizmente o caso 2 tem mais chances de acontecer um linchamento."
por não poder escolher ambos,NA,NA,NA,NA
NA,NA,NA,NA,se pudesse escolheria os dois casos
"por causa que no brasil e mais justificado esse tipo de linchamento,porque nesse caso irá se tratar de uma estrupador,e isso é inacreditável.","por se tratar de um assassino,as pessoas irão querer agredilo.",as pessoas não aceitão esse tipo de crime.,se as pessoas presenciarem esse crime vão querer agredilo.,as pessoas não aceitão estrupador.
"pelo fato de quem alguns são mais vulneráveis,e não tem culpa ao respeito do que aconteçeu ao certo!",porque isso mostra que uma prática de bullying ou até mesmo racismo.,porque como o caso anterior seria meio que pelo fato de ser praticado xenofobia.,pelo fato de que crianças são inocentes e não tem culpa de nada.,os indígenas apenas protegem o que a eles pertencem e a família da vítima não tem culpa alguma
é a realidade que eu vejo na minha cidade,justifica que gêneros são fracos e não tem motivo de tal coisa,só por ser mulher,NA,NA
porque a vítima eh uma criança,porque a vítima eh criança,a vítima eh idosa,estupro não tem perdao,estupro eh imperdoável
pelo crime,NA,pelo crime,pelo crime,pela idade
NA,NA,NA,NA,NA
"pois tive que escolher um, o ""pior""","difícil, hein. apesar de ser a polícia, estupro ainda é pior que molestia, se é que podemos frasear assim",sem dúvida o crime de estupro.,"de novo, estupro. não preciso nem comparar outras características pra escolher","casos praticamente iguais, mas como tive que escolher, escolhi o 2"
NA,NA,NA,NA,NA
porque o crime está demais as autoridades não dão conta,estupro é inadimisivel,mexer com criança merece mesmo,porque independente da idade estupro e um crime,ninguém tem direito de tirar a vida de ninguém
"pq se trata um um homem mais velho que assassinou uma adolescente, no outro caso que mesmo sendo um crime ainda, é um crime com menos grávidade","pq foi em outro bairro roubar um veículo de um morador, entre gangues existem rixas de bairros, então e mais justificável que membros da gangue desse bairro viram um cara de bairro vizinho indo roubar ali e bateram nele.",por se tratar de um estupro,caso 1 por tudo,2 por causa do crime e características
assassinato,nenhum dos casos,assassinato,molestou,estupro
NA,NA,NA,NA,NA
é crime,estupro é crime,abuso é crime,NA,não se deve fazer maldade pras pessoas
matou outra pessoa,talvez molestado alguém que não consiga se defender,assassinou outra pessoa,pedófilo,assassinato
pq me pareceu mais agressivo,engloba crimes crueis,esturpro é crime hediondo,me pareceu pior,a mim é o mais grave
por ter matado uma criança,NA,NA,NA,NA
só não concordo com a cor isso não define caráter,todos se enquadram no meu ver,NA,NA,NA
pelo motivo do assassinato,assassinou criança e os pedestres tomaram a atitude do linchamento,criança não tem carteira,assassinato não é reversivel,não consigo responder
"ele assassinou alguém, e pela justiça daqui um tempo ele já vai estar solto. 
ele morto acho mais justo pra família","ele estrupou uma criança, e sabemos que pedofilia é  algo que não tem cura, então pra ele não fazer mais vítimas tinha que morrer","ele molestou um idoso, que não pode se defender.","novamente estupro, independente da idade sabemos que não tem como alguém parar de estuprar então merece morrer",abusou de uma pessoa
o mais que acontece,oq está acontecendo nos dias de hoje,está acontecendo dia a dia,está acontecendo dias de hoje,falta de amor ao proximo
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
"para mim, sou contra nós dois casos, mas o segundo é mais “justificável” por ter sido um assassinato","sou contra nós dois, mas o segundo é pior",molestar é pior que bater carteira,não é justificável uma família linchar um idoso,família não
